target_name,model_name,split_name,term_name,coef_value,std_value,t_value,p_value,row_count,r2_value
pce_target_6,direct_regression,pre_train,log_jolts_ratio,-0.1513357599616756,0.24099526256821638,-0.6279615555465051,0.5300291248510032,229,0.00332132926485329
pce_target_6,direct_regression,post_eval,const,2.8446649919298554,0.44618996192388094,6.375457170000497,1.82417965518577e-10,51,0.12677481667896395
pce_target_6,direct_regression,post_eval,log_jolts_ratio,2.4821490983241463,1.2272962317112757,2.022453124347307,0.043129561597437825,51,0.12677481667896395
pce_target_6,interaction_regression,full_sample,const,1.614523683636047,0.23534107823568307,6.860356448351006,6.868893762806434e-12,297,0.243571405904917
pce_target_6,interaction_regression,full_sample,log_jolts_ratio,-0.15133575996167664,0.24099526256821538,-0.6279615555465121,0.5300291248509986,297,0.243571405904917
pce_target_6,interaction_regression,full_sample,post_shift,2.010825175898656,0.5232068884365226,3.8432696899452554,0.00012140592968135627,297,0.243571405904917
pce_target_6,interaction_regression,full_sample,jolts_x_shift,0.6460922607002779,0.683588762510582,0.9451475742921921,0.34458354002330804,297,0.243571405904917
pce_target_12,direct_regression,pre_train,const,1.5898208044520226,0.2365905930632226,6.719712664261274,1.8208325807304047e-11,229,0.011402271076151216
pce_target_12,direct_regression,pre_train,log_jolts_ratio,-0.19632822730327879,0.18140417661838618,-1.082269609019465,0.27913274592352477,229,0.011402271076151216
pce_target_12,direct_regression,post_eval,const,3.053390012246144,0.7326920944444443,4.167357660056839,3.0815080871088914e-05,45,0.033233556831440914
pce_target_12,direct_regression,post_eval,log_jolts_ratio,1.1494812331677613,1.1080587977229726,1.0373828857547187,0.29955745108551346,45,0.033233556831440914
pce_target_12,interaction_regression,full_sample,const,1.5898208044520237,0.23659059306322228,6.719712664261288,1.8208325807302332e-11,291,0.3835236124370176
pce_target_12,interaction_regression,full_sample,log_jolts_ratio,-0.19632822730327784,0.18140417661838576,-1.0822696090194623,0.2791327459235259,291,0.3835236124370176
pce_target_12,interaction_regression,full_sample,post_shift,2.3166484408369374,0.6254131488452132,3.704188895155924,0.00021206819342435912,291,0.3835236124370176
pce_target_12,interaction_regression,full_sample,jolts_x_shift,-0.44259007605716927,0.5273633698312669,-0.8392506976712825,0.40132864326604323,291,0.3835236124370176
